year,collaborating_institution,country,work_id
2022,Children's Hospital of Los Angeles,US,https://openalex.org/W4286298918
2022,Connecticut Children's Medical Center,US,https://openalex.org/W4286298918
2022,Nationwide Children's Hospital,US,https://openalex.org/W4286298918
2022,UF Health Shands Hospital,US,https://openalex.org/W4286298918
2022,Alfred I. duPont Hospital for Children,US,https://openalex.org/W4286298918
2022,Nemours Children’s Clinic,US,https://openalex.org/W4286298918
2022,Vanderbilt University,US,https://openalex.org/W4286298918
2022,Cleveland Clinic Lerner College of Medicine,US,https://openalex.org/W4286298918
2022,Moffitt Cancer Center,US,https://openalex.org/W4286298918
2022,Moffitt Cancer Center,US,https://openalex.org/W4286298918
2022,Carolinas Medical Center,US,https://openalex.org/W4286298918
2022,Levine Children's Hospital,US,https://openalex.org/W4288764805
2022,Levine Children's Hospital,US,https://openalex.org/W4288764805
2022,Carolinas Medical Center,US,https://openalex.org/W4288764805
2022,Levine Children's Hospital,US,https://openalex.org/W4288764805
2022,Carolinas Medical Center,US,https://openalex.org/W4292581638
2022,Carolinas Medical Center,US,https://openalex.org/W4292581638
2022,Carolinas Medical Center,US,https://openalex.org/W4292581638
2022,Carolinas Medical Center,US,https://openalex.org/W4292581810
2022,Medical University of South Carolina,US,https://openalex.org/W4292581810
2022,Medical University of South Carolina,US,https://openalex.org/W4292581810
2022,Carolinas Medical Center,US,https://openalex.org/W4292623628
2022,Carolinas Medical Center,US,https://openalex.org/W4292624155
2022,Carolinas Medical Center,US,https://openalex.org/W4296608614
2022,Carolinas Medical Center,US,https://openalex.org/W4296608614
2022,Carolinas Medical Center,US,https://openalex.org/W4296608614
2022,Carolinas Medical Center,US,https://openalex.org/W4296608614
2022,Carolinas Medical Center,US,https://openalex.org/W4296608614
2022,Carolinas Medical Center,US,https://openalex.org/W4296608614
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Carolinas Medical Center,US,https://openalex.org/W4297509364
2022,Atrium Medical Cente,US,https://openalex.org/W4297668671
2022,Carolinas Medical Center,US,https://openalex.org/W4297668671
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Levine Cancer Institute,US,https://openalex.org/W4297770852
2022,Carolinas Medical Center,US,https://openalex.org/W4300689801
2022,Carolinas Medical Center,US,https://openalex.org/W4305071455
2022,Carolinas Medical Center,US,https://openalex.org/W4305071455
2022,Carolinas Medical Center,US,https://openalex.org/W4305071455
2022,Carolinas Medical Center,US,https://openalex.org/W4305071455
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071482
2022,Carolinas Medical Center,US,https://openalex.org/W4305071490
2022,Carolinas Medical Center,US,https://openalex.org/W4305071490
2022,Carolinas Medical Center,US,https://openalex.org/W4305071490
2022,Carolinas Medical Center,US,https://openalex.org/W4305071490
2022,Carolinas Medical Center,US,https://openalex.org/W4305071810
2022,Carolinas Medical Center,US,https://openalex.org/W4305071810
2022,Columbia University,US,https://openalex.org/W4305071810
2022,Carolinas Medical Center,US,https://openalex.org/W4305071810
2022,Baylor University Medical Center,US,https://openalex.org/W4305071810
2022,Carolinas Medical Center,US,https://openalex.org/W4305071810
2022,Carolinas Medical Center,US,https://openalex.org/W4305071810
2022,Carolinas Medical Center,US,https://openalex.org/W4305071810
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082076
2022,Carolinas Medical Center,US,https://openalex.org/W4305082194
2022,Carolinas Medical Center,US,https://openalex.org/W4305082194
2022,Carolinas Medical Center,US,https://openalex.org/W4305082194
2022,Carolinas Medical Center,US,https://openalex.org/W4305082194
2022,Carolinas Medical Center,US,https://openalex.org/W4305082194
2022,Carolinas Medical Center,US,https://openalex.org/W4305082194
2022,Carolinas Medical Center,US,https://openalex.org/W4305082440
2022,University of North Carolina at Charlotte,US,https://openalex.org/W4305082440
2022,Carolinas Medical Center,US,https://openalex.org/W4305082440
2022,Carolinas Medical Center,US,https://openalex.org/W4305082440
2022,Carolinas Medical Center,US,https://openalex.org/W4305082440
2022,Carolinas Medical Center,US,https://openalex.org/W4305082440
2022,Carolinas Medical Center,US,https://openalex.org/W4305082440
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082650
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Columbia University,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4305082719
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178804
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306178921
2022,Carolinas Medical Center,US,https://openalex.org/W4306179197
2022,Carolinas Medical Center,US,https://openalex.org/W4306179197
2022,Carolinas Medical Center,US,https://openalex.org/W4306179197
2022,Carolinas Medical Center,US,https://openalex.org/W4306179197
2022,Carolinas Medical Center,US,https://openalex.org/W4306179197
2022,Carolinas Medical Center,US,https://openalex.org/W4306179197
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4306253657
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4306253657
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4306253657
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4306253657
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4306253657
2022,University of North Carolina at Chapel Hill,US,https://openalex.org/W4306253657
2022,Lincoln Medical Center,US,https://openalex.org/W4306777648
2022,Carolinas Medical Center,US,https://openalex.org/W4306777648
2022,Wake Forest University,US,https://openalex.org/W4306777648
2022,Wake Forest University,US,https://openalex.org/W4306777648
2022,Emory University,US,https://openalex.org/W4306777648
2022,Wake Forest University,US,https://openalex.org/W4306777648
2022,Carolinas Medical Center,US,https://openalex.org/W4307396157
2022,Carolinas Medical Center,US,https://openalex.org/W4307396157
2022,Atrium Medical Cente,US,https://openalex.org/W4307396157
2022,Atrium Medical Cente,US,https://openalex.org/W4307396157
2022,Carolinas Medical Center,US,https://openalex.org/W4307396157
2022,Atrium Medical Cente,US,https://openalex.org/W4307396157
2022,Carolinas Medical Center,US,https://openalex.org/W4307396913
2022,University of North Carolina at Charlotte,US,https://openalex.org/W4307396913
2022,University of North Carolina at Charlotte,US,https://openalex.org/W4307396913
2022,Concord Consortium,US,https://openalex.org/W4307396913
2022,University of South Florida,US,https://openalex.org/W4307396913
2022,Atrium Medical Cente,US,https://openalex.org/W4307396913
2022,Atrium Medical Cente,US,https://openalex.org/W4307396913
2022,Carolinas Medical Center,US,https://openalex.org/W4307396913
2022,Carolinas Medical Center,US,https://openalex.org/W4307396913
2022,Carolinas Medical Center,US,https://openalex.org/W4308188241
2022,Radiology Associates,US,https://openalex.org/W4308188241
2022,Carolinas Medical Center,US,https://openalex.org/W4308188241
2022,Carolinas Medical Center,US,https://openalex.org/W4308188241
2022,Carolinas Medical Center,US,https://openalex.org/W4308365131
2022,Carolinas Medical Center,US,https://openalex.org/W4308365131
2022,Carolinas Medical Center,US,https://openalex.org/W4309092197
2022,University of Nottingham,GB,https://openalex.org/W4309960719
2022,Royal Derby Hospital,GB,https://openalex.org/W4309960719
2022,Carolinas Medical Center,US,https://openalex.org/W4309960719
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,Hospital Samaritano de São Paulo,BR,https://openalex.org/W4310124473
2022,São Camilo Hospital,BR,https://openalex.org/W4310124473
2022,Universidade Federal do Paraná,BR,https://openalex.org/W4310124473
2022,Clinics Hospital of Ribeirão Preto,BR,https://openalex.org/W4310124473
2022,Slotervaartziekenhuis,NL,https://openalex.org/W4310124473
2022,University of Florida,US,https://openalex.org/W4310124473
2022,Levine Children's Hospital,US,https://openalex.org/W4310124473
2022,Cleveland Clinic,US,https://openalex.org/W4310124473
2022,Hôpital Saint-Louis,FR,https://openalex.org/W4310124473
2022,King Faisal Specialist Hospital & Research Centre,SA,https://openalex.org/W4310124473
2022,King Faisal Specialist Hospital & Research Centre,SA,https://openalex.org/W4310124473
2022,Nationwide Children's Hospital,US,https://openalex.org/W4310124473
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,King Abdulaziz Medical City,SA,https://openalex.org/W4310124473
2022,Imperial College Healthcare NHS Trust,GB,https://openalex.org/W4310124473
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4310124473
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Atrium Medical Cente,US,https://openalex.org/W4311557186
2022,Carolinas Medical Center,US,https://openalex.org/W4311557186
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311557362
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311557362
2022,Carolinas Medical Center,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Wake Forest University,US,https://openalex.org/W4311557362
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311557362
2022,Carolinas Medical Center,US,https://openalex.org/W4311714524
2022,University of Alabama at Birmingham,US,https://openalex.org/W4311714524
2022,University of Alabama at Birmingham,US,https://openalex.org/W4311714524
2022,University of Alabama at Birmingham,US,https://openalex.org/W4311714524
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311732881
2022,George Washington University,US,https://openalex.org/W4311732881
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311732881
2022,George Washington University,US,https://openalex.org/W4311732881
2022,George Washington University,US,https://openalex.org/W4311732881
2022,Wake Forest University,US,https://openalex.org/W4311732881
2022,Levine Children's Hospital,US,https://openalex.org/W4311732881
2022,Campbell University,US,https://openalex.org/W4311732881
2022,Carolinas Medical Center,US,https://openalex.org/W4311732881
2022,WakeMed,US,https://openalex.org/W4311732881
2022,MedStar Health,US,https://openalex.org/W4311732881
2022,George Washington University,US,https://openalex.org/W4311732881
2022,Wake Forest University,US,https://openalex.org/W4311732881
2022,MedStar Health,US,https://openalex.org/W4311732881
2022,Atrium Medical Cente,US,https://openalex.org/W4311732881
2022,Wake Forest University,US,https://openalex.org/W4311732881
2022,Wake Forest University,US,https://openalex.org/W4311732881
2022,Carolinas Medical Center,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Medical Cente,US,https://openalex.org/W4311738755
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311739226
2022,George Washington University,US,https://openalex.org/W4311739226
2022,Wake Forest University,US,https://openalex.org/W4311739226
2022,Tulane University,US,https://openalex.org/W4311739226
2022,Carolinas Medical Center,US,https://openalex.org/W4311739226
2022,Georgetown University,US,https://openalex.org/W4311739226
2022,Wake Forest University,US,https://openalex.org/W4311739226
2022,Levine Children's Hospital,US,https://openalex.org/W4311740793
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4311740793
2022,George Washington University,US,https://openalex.org/W4311740793
2022,WakeMed,US,https://openalex.org/W4311740793
2022,"University of Maryland, Baltimore",US,https://openalex.org/W4311740793
2022,University of Mississippi Medical Center,US,https://openalex.org/W4311740793
2022,Carolinas Medical Center,US,https://openalex.org/W4311740793
2022,Atrium Medical Cente,US,https://openalex.org/W4311740793
2022,Levine Children's Hospital,US,https://openalex.org/W4311740793
2022,Atrium Medical Cente,US,https://openalex.org/W4311746923
2022,Atrium Medical Cente,US,https://openalex.org/W4311746923
2022,Atrium Medical Cente,US,https://openalex.org/W4311746923
2022,Atrium Medical Cente,US,https://openalex.org/W4311746923
2022,Atrium Medical Cente,US,https://openalex.org/W4311746923
2022,Carolinas Medical Center,US,https://openalex.org/W4311746923
2022,Atrium Medical Cente,US,https://openalex.org/W4311746923
2022,Carolinas Medical Center,US,https://openalex.org/W4311747984
2022,Carolinas Medical Center,US,https://openalex.org/W4311747984
2022,Carolinas Medical Center,US,https://openalex.org/W4311753467
2022,Atrium Medical Cente,US,https://openalex.org/W4311753467
2022,Atrium Medical Cente,US,https://openalex.org/W4311753467
2022,Carolinas Medical Center,US,https://openalex.org/W4311753789
2022,Atrium Medical Cente,US,https://openalex.org/W4311753789
2022,Atrium Medical Cente,US,https://openalex.org/W4311753789
2022,Atrium Medical Cente,US,https://openalex.org/W4311753789
2022,George Washington University,US,https://openalex.org/W4311758684
2022,Carolinas Medical Center,US,https://openalex.org/W4311758684
2022,Atrium Medical Cente,US,https://openalex.org/W4311758684
2022,MedStar Health,US,https://openalex.org/W4311758684
2022,Atrium Medical Cente,US,https://openalex.org/W4311758684
2022,Carolinas Medical Center,US,https://openalex.org/W4311776031
2022,Morehouse School of Medicine,US,https://openalex.org/W4311776031
2022,University of South Florida,US,https://openalex.org/W4311776031
2022,Carolinas Medical Center,US,https://openalex.org/W4311776031
2022,Carolinas Medical Center,US,https://openalex.org/W4311776031
2022,Carolinas Medical Center,US,https://openalex.org/W4311776031
2022,Carolinas Medical Center,US,https://openalex.org/W4311776031
2022,Carolinas Medical Center,US,https://openalex.org/W4311776031
2022,Florida Hospital Cancer Institute,US,https://openalex.org/W4312139278
2022,Washington University in St. Louis,US,https://openalex.org/W4312139278
2022,Florida Hospital Cancer Institute,US,https://openalex.org/W4312139278
2022,Sanford Health,US,https://openalex.org/W4312139278
2022,University of Arizona,US,https://openalex.org/W4312139278
2022,California Pacific Medical Center,US,https://openalex.org/W4312139278
2022,Gynecologic Oncology Group,US,https://openalex.org/W4312139278
2022,Western Pennsylvania Hospital,US,https://openalex.org/W4312139278
2022,Levine Cancer Institute,US,https://openalex.org/W4312139278
2022,"University of California, San Diego",US,https://openalex.org/W4312139278
2022,Southwest Women's Oncology,US,https://openalex.org/W4312139278
2022,MUSC Hollings Cancer Center,US,https://openalex.org/W4312139278
2022,University of Cincinnati,US,https://openalex.org/W4312139278
2022,Northwell Health,US,https://openalex.org/W4312139278
2022,Indiana University Health,US,https://openalex.org/W4312139278
2022,Gynecologic Oncology Group,US,https://openalex.org/W4312139278
2022,"University of California, San Diego",US,https://openalex.org/W4312139278
2022,University of Kentucky,US,https://openalex.org/W4312139278
2022,University of Arizona,US,https://openalex.org/W4312139278
2022,Oklahoma State University Oklahoma City,US,https://openalex.org/W4312139278
2022,The Ohio State University,US,https://openalex.org/W4312139278
2022,Oklahoma State University Oklahoma City,US,https://openalex.org/W4312139278
2022,Sisters of Mercy Health System,US,https://openalex.org/W4312139278
2022,Baylor College of Medicine,US,https://openalex.org/W4312139278
2022,"University of California, Irvine",US,https://openalex.org/W4312139278
2022,Atrium Medical Cente,US,https://openalex.org/W4312139615
2022,Levine Cancer Institute,US,https://openalex.org/W4312139615
2022,Carolinas Medical Center,US,https://openalex.org/W4312139615
2022,Levine Cancer Institute,US,https://openalex.org/W4312139615
2022,University of British Columbia,CA,https://openalex.org/W4312139759
2022,Institut Paoli-Calmettes,FR,https://openalex.org/W4312139759
2022,"Istituto Nazionale Tumori IRCCS ""Fondazione G. Pascale""",IT,https://openalex.org/W4312139759
2022,McGill University Health Centre,CA,https://openalex.org/W4312139759
2022,Levine Cancer Institute,US,https://openalex.org/W4312139759
2022,Centre Hospitalier de l’Université de Montréal,CA,https://openalex.org/W4312139759
2022,Juravinski Cancer Centre,CA,https://openalex.org/W4312139759
2022,Women & Infants Hospital of Rhode Island,US,https://openalex.org/W4312139759
2022,BC Cancer Agency,CA,https://openalex.org/W4312139759
2022,Royal Marsden NHS Foundation Trust,GB,https://openalex.org/W4312139759
2022,Institut d'Investigació Biomèdica de Girona,ES,https://openalex.org/W4312139759
2022,St Bartholomew's Hospital,GB,https://openalex.org/W4312139759
2022,University of Alabama at Birmingham,US,https://openalex.org/W4312139759
2022,NYU Langone’s Laura and Isaac Perlmutter Cancer Center,,https://openalex.org/W4312139759
2022,GlaxoSmithKline (United States),US,https://openalex.org/W4312139759
2022,GlaxoSmithKline (United States),US,https://openalex.org/W4312139759
2022,GlaxoSmithKline (United Kingdom),GB,https://openalex.org/W4312139759
2022,GlaxoSmithKline (United States),US,https://openalex.org/W4312139759
2022,Vall d'Hebron Institute of Oncology,,https://openalex.org/W4312139759
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Carolinas Medical Center,US,https://openalex.org/W4312266808
2022,Hennepin County Medical Center,US,https://openalex.org/W4312279417
2022,Carolinas Medical Center,US,https://openalex.org/W4312279417
2022,University of Ulster,GB,https://openalex.org/W4312279417
2022,Kempten University of Applied Sciences,DE,https://openalex.org/W4312279417
2022,University of Ulster,GB,https://openalex.org/W4312279417
2022,University of Ulster,GB,https://openalex.org/W4312279417
2022,University of Ulster,GB,https://openalex.org/W4312279417
2022,University of Ulster,GB,https://openalex.org/W4312279417
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Carolinas Medical Center,US,https://openalex.org/W4312286210
2022,Hennepin County Medical Center,US,https://openalex.org/W4312287750
2022,Carolinas Medical Center,US,https://openalex.org/W4312287750
2022,University of Ulster,GB,https://openalex.org/W4312287750
2022,Kempten University of Applied Sciences,DE,https://openalex.org/W4312287750
2022,University of Ulster,GB,https://openalex.org/W4312287750
2022,University of Ulster,GB,https://openalex.org/W4312287750
2022,Clinical Research Institute,US,https://openalex.org/W4312287750
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312288709
2022,Carolinas Medical Center,US,https://openalex.org/W4312303474
2022,Carolinas Medical Center,US,https://openalex.org/W4312303474
2022,University of Copenhagen,DK,https://openalex.org/W4312303474
2022,Carolinas Medical Center,US,https://openalex.org/W4312303474
2022,Carolinas Medical Center,US,https://openalex.org/W4312303474
2022,Carolinas Medical Center,US,https://openalex.org/W4312303474
2022,Carolinas Medical Center,US,https://openalex.org/W4312303474
2022,University Hospital of Lausanne,CH,https://openalex.org/W4312511726
2022,Erasmus MC,NL,https://openalex.org/W4312511726
2022,Erasmus MC,NL,https://openalex.org/W4312511726
2022,IRCCS Humanitas Research Hospital,IT,https://openalex.org/W4312511726
2022,IRCCS Humanitas Research Hospital,IT,https://openalex.org/W4312511726
2022,Yonsei University,KR,https://openalex.org/W4312511726
2022,Yonsei University,KR,https://openalex.org/W4312511726
2022,Singapore General Hospital,SG,https://openalex.org/W4312511726
2022,University of Tokyo Hospital,JP,https://openalex.org/W4312511726
2022,University of Tokyo Hospital,JP,https://openalex.org/W4312511726
2022,University of Tokyo Hospital,JP,https://openalex.org/W4312511726
2022,The University of Texas MD Anderson Cancer Center,US,https://openalex.org/W4312511726
2022,The University of Texas MD Anderson Cancer Center,US,https://openalex.org/W4312511726
2022,Carolinas Medical Center,US,https://openalex.org/W4312511726
2022,Carolinas Medical Center,US,https://openalex.org/W4312511726
2022,University Hospital of Lausanne,CH,https://openalex.org/W4312511726
2022,University Hospital of Lausanne,CH,https://openalex.org/W4312511726
2022,University Hospital of Lausanne,CH,https://openalex.org/W4312511726
2022,University Hospital Cologne,DE,https://openalex.org/W4312588170
2022,University Hospital Cologne,DE,https://openalex.org/W4312588170
2022,University Hospital of Zurich,CH,https://openalex.org/W4312588170
2022,University Hospital of Zurich,CH,https://openalex.org/W4312588170
2022,University Hospital Cologne,DE,https://openalex.org/W4312588170
2022,University Hospital Cologne,DE,https://openalex.org/W4312588170
2022,Instituto Murciano de Investigación Biosanitaria,ES,https://openalex.org/W4312588170
2022,Ghent University,BE,https://openalex.org/W4312588170
2022,Federico II University Hospital,IT,https://openalex.org/W4312588170
2022,Carolinas Medical Center,US,https://openalex.org/W4312588170
2022,Universidad Católica San Antonio de Murcia,ES,https://openalex.org/W4312588170
2022,Heidelberg University,DE,https://openalex.org/W4312588170
2022,Instituto Nacional de Enfermedades Neoplásicas,PE,https://openalex.org/W4312588170
2022,University Hospital Centre Zagreb,HR,https://openalex.org/W4312588170
2022,University of Rochester,US,https://openalex.org/W4312588170
2022,Uzsoki Hospital,HU,https://openalex.org/W4312588170
2022,State Scientific Center of the Russian Federation - Federal Medical Biophysical Center named after A.I. Burnazyan,RU,https://openalex.org/W4312588170
2022,Jena University Hospital,DE,https://openalex.org/W4312588170
2022,Ankara University,TR,https://openalex.org/W4312588170
2022,University Medical Center Hamburg-Eppendorf,DE,https://openalex.org/W4312588170
2022,Linköping University,SE,https://openalex.org/W4312588170
2022,Karolinska University Hospital,SE,https://openalex.org/W4312588170
2022,University Hospital Cologne,DE,https://openalex.org/W4312588170
2022,University Hospital of Zurich,CH,https://openalex.org/W4312588170
2022,University Hospital Cologne,DE,https://openalex.org/W4312588170
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,University of Pittsburgh Medical Center,US,https://openalex.org/W4312614315
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,Carolinas Medical Center,US,https://openalex.org/W4312614315
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,Vanderbilt University Medical Center,US,https://openalex.org/W4312614315
2022,Carolinas Medical Center,US,https://openalex.org/W4312614315
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312627975
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Carolinas Medical Center,US,https://openalex.org/W4312636363
2022,Ghent University Hospital,BE,https://openalex.org/W4312875614
2022,"University of California, San Francisco",US,https://openalex.org/W4312875614
2022,"University of California, San Francisco",US,https://openalex.org/W4312875614
2022,Oregon Health & Science University,US,https://openalex.org/W4312875614
